IssueType,PageId,PageAddress
ContractNumberNotFound,157,http://search.worldbank.org/wcontractawards/procdetails/OP00020478
CompanyStatusNotFound,170,http://search.worldbank.org/wcontractawards/procdetails/OP00023335
CompanyStatusNotFound,171,http://search.worldbank.org/wcontractawards/procdetails/OP00023334
CompanyStatusNotFound,178,http://search.worldbank.org/wcontractawards/procdetails/OP00023513
EmptyContent,184,http://search.worldbank.org/wcontractawards/procdetails/OP00012758
EmptyContent,185,http://search.worldbank.org/wcontractawards/procdetails/OP00012759
CompanyStatusNotFound,199,http://search.worldbank.org/wcontractawards/procdetails/OP00025492
CompanyStatusNotFound,200,http://search.worldbank.org/wcontractawards/procdetails/OP00025491
CompanyNotFound,219,http://search.worldbank.org/wcontractawards/procdetails/OP00021843
ContractNumberNotFound,219,http://search.worldbank.org/wcontractawards/procdetails/OP00021843
CompanyStatusNotFound,221,http://search.worldbank.org/wcontractawards/procdetails/OP00023433
CompanyStatusNotFound,223,http://search.worldbank.org/wcontractawards/procdetails/OP00023430
CompanyNotFound,229,http://search.worldbank.org/wcontractawards/procdetails/OP00024862
ContractNumberNotFound,229,http://search.worldbank.org/wcontractawards/procdetails/OP00024862
CompanyStatusNotFound,232,http://search.worldbank.org/wcontractawards/procdetails/OP00019391
CompanyStatusNotFound,233,http://search.worldbank.org/wcontractawards/procdetails/OP00023076
CompanyStatusNotFound,234,http://search.worldbank.org/wcontractawards/procdetails/OP00024579
CompanyStatusNotFound,435,http://search.worldbank.org/wcontractawards/procdetails/OP00022856
CompanyStatusNotFound,437,http://search.worldbank.org/wcontractawards/procdetails/OP00025546
CompanyNotFound,451,http://search.worldbank.org/wcontractawards/procdetails/OP00025381
ContractNumberNotFound,451,http://search.worldbank.org/wcontractawards/procdetails/OP00025381
CompanyNotFound,470,http://search.worldbank.org/wcontractawards/procdetails/OP00016583
ContractNumberNotFound,470,http://search.worldbank.org/wcontractawards/procdetails/OP00016583
CompanyNotFound,471,http://search.worldbank.org/wcontractawards/procdetails/OP00016582
ContractNumberNotFound,471,http://search.worldbank.org/wcontractawards/procdetails/OP00016582
CompanyNotFound,472,http://search.worldbank.org/wcontractawards/procdetails/OP00016587
ContractNumberNotFound,472,http://search.worldbank.org/wcontractawards/procdetails/OP00016587
CompanyNotFound,473,http://search.worldbank.org/wcontractawards/procdetails/OP00016585
ContractNumberNotFound,473,http://search.worldbank.org/wcontractawards/procdetails/OP00016585
CompanyNotFound,474,http://search.worldbank.org/wcontractawards/procdetails/OP00016586
ContractNumberNotFound,474,http://search.worldbank.org/wcontractawards/procdetails/OP00016586
CompanyNotFound,475,http://search.worldbank.org/wcontractawards/procdetails/OP00016584
ContractNumberNotFound,475,http://search.worldbank.org/wcontractawards/procdetails/OP00016584
CompanyNotFound,476,http://search.worldbank.org/wcontractawards/procdetails/OP00016564
ContractNumberNotFound,476,http://search.worldbank.org/wcontractawards/procdetails/OP00016564
CompanyNotFound,486,http://search.worldbank.org/wcontractawards/procdetails/OP00022742
ContractNumberNotFound,486,http://search.worldbank.org/wcontractawards/procdetails/OP00022742
CompanyStatusNotFound,487,http://search.worldbank.org/wcontractawards/procdetails/OP00022725
CompanyStatusNotFound,491,http://search.worldbank.org/wcontractawards/procdetails/OP00023230
CompanyStatusNotFound,492,http://search.worldbank.org/wcontractawards/procdetails/OP00023778
CompanyStatusNotFound,496,http://search.worldbank.org/wcontractawards/procdetails/OP00024141
CompanyNotFound,504,http://search.worldbank.org/wcontractawards/procdetails/OP00023793
ContractNumberNotFound,504,http://search.worldbank.org/wcontractawards/procdetails/OP00023793
CompanyNotFound,505,http://search.worldbank.org/wcontractawards/procdetails/OP00023796
ContractNumberNotFound,505,http://search.worldbank.org/wcontractawards/procdetails/OP00023796
CompanyNotFound,506,http://search.worldbank.org/wcontractawards/procdetails/OP00023794
ContractNumberNotFound,506,http://search.worldbank.org/wcontractawards/procdetails/OP00023794
CompanyStatusNotFound,625,http://search.worldbank.org/wcontractawards/procdetails/OP00023468
CompanyStatusNotFound,626,http://search.worldbank.org/wcontractawards/procdetails/OP00023469
CompanyStatusNotFound,630,http://search.worldbank.org/wcontractawards/procdetails/OP00022101
CompanyNotFound,631,http://search.worldbank.org/wcontractawards/procdetails/OP00023884
ContractNumberNotFound,631,http://search.worldbank.org/wcontractawards/procdetails/OP00023884
CompanyNotFound,632,http://search.worldbank.org/wcontractawards/procdetails/OP00023886
ContractNumberNotFound,632,http://search.worldbank.org/wcontractawards/procdetails/OP00023886
CompanyNotFound,633,http://search.worldbank.org/wcontractawards/procdetails/OP00023905
ContractNumberNotFound,633,http://search.worldbank.org/wcontractawards/procdetails/OP00023905
CompanyStatusNotFound,642,http://search.worldbank.org/wcontractawards/procdetails/OP00019677
CompanyStatusNotFound,650,http://search.worldbank.org/wcontractawards/procdetails/OP00018641
CompanyStatusNotFound,651,http://search.worldbank.org/wcontractawards/procdetails/OP00021479
CompanyStatusNotFound,652,http://search.worldbank.org/wcontractawards/procdetails/OP00021543
CompanyStatusNotFound,666,http://search.worldbank.org/wcontractawards/procdetails/OP00017629
CompanyNotFound,686,http://search.worldbank.org/wcontractawards/procdetails/OP00021775
ContractNumberNotFound,686,http://search.worldbank.org/wcontractawards/procdetails/OP00021775
CompanyNotFound,688,http://search.worldbank.org/wcontractawards/procdetails/OP00023499
ContractNumberNotFound,688,http://search.worldbank.org/wcontractawards/procdetails/OP00023499
CompanyNotFound,689,http://search.worldbank.org/wcontractawards/procdetails/OP00023741
ContractNumberNotFound,689,http://search.worldbank.org/wcontractawards/procdetails/OP00023741
CompanyNotFound,690,http://search.worldbank.org/wcontractawards/procdetails/OP00023755
ContractNumberNotFound,690,http://search.worldbank.org/wcontractawards/procdetails/OP00023755
CompanyStatusNotFound,691,http://search.worldbank.org/wcontractawards/procdetails/OP00021526
CompanyNotFound,692,http://search.worldbank.org/wcontractawards/procdetails/OP00012772
ContractNumberNotFound,692,http://search.worldbank.org/wcontractawards/procdetails/OP00012772
CompanyNotFound,693,http://search.worldbank.org/wcontractawards/procdetails/OP00012773
ContractNumberNotFound,693,http://search.worldbank.org/wcontractawards/procdetails/OP00012773
EmptyContent,694,http://search.worldbank.org/wcontractawards/procdetails/OP00014730
CompanyNotFound,695,http://search.worldbank.org/wcontractawards/procdetails/OP00018889
ContractNumberNotFound,695,http://search.worldbank.org/wcontractawards/procdetails/OP00018889
CompanyNotFound,696,http://search.worldbank.org/wcontractawards/procdetails/OP00020778
ContractNumberNotFound,696,http://search.worldbank.org/wcontractawards/procdetails/OP00020778
CompanyNotFound,697,http://search.worldbank.org/wcontractawards/procdetails/OP00020779
ContractNumberNotFound,697,http://search.worldbank.org/wcontractawards/procdetails/OP00020779
CompanyNotFound,698,http://search.worldbank.org/wcontractawards/procdetails/OP00020780
ContractNumberNotFound,698,http://search.worldbank.org/wcontractawards/procdetails/OP00020780
CompanyNotFound,699,http://search.worldbank.org/wcontractawards/procdetails/OP00023737
ContractNumberNotFound,699,http://search.worldbank.org/wcontractawards/procdetails/OP00023737
CompanyNotFound,700,http://search.worldbank.org/wcontractawards/procdetails/OP00023823
ContractNumberNotFound,700,http://search.worldbank.org/wcontractawards/procdetails/OP00023823
CompanyNotFound,701,http://search.worldbank.org/wcontractawards/procdetails/OP00024889
ContractNumberNotFound,701,http://search.worldbank.org/wcontractawards/procdetails/OP00024889
CompanyNotFound,703,http://search.worldbank.org/wcontractawards/procdetails/OP00015455
ContractNumberNotFound,703,http://search.worldbank.org/wcontractawards/procdetails/OP00015455
CompanyNotFound,704,http://search.worldbank.org/wcontractawards/procdetails/OP00019471
ContractNumberNotFound,704,http://search.worldbank.org/wcontractawards/procdetails/OP00019471
CompanyNotFound,705,http://search.worldbank.org/wcontractawards/procdetails/OP00019475
ContractNumberNotFound,705,http://search.worldbank.org/wcontractawards/procdetails/OP00019475
CompanyNotFound,706,http://search.worldbank.org/wcontractawards/procdetails/OP00019474
ContractNumberNotFound,706,http://search.worldbank.org/wcontractawards/procdetails/OP00019474
CompanyStatusNotFound,707,http://search.worldbank.org/wcontractawards/procdetails/OP00020500
CompanyStatusNotFound,709,http://search.worldbank.org/wcontractawards/procdetails/OP00021321
CompanyStatusNotFound,710,http://search.worldbank.org/wcontractawards/procdetails/OP00022105
CompanyNotFound,711,http://search.worldbank.org/wcontractawards/procdetails/OP00024125
ContractNumberNotFound,711,http://search.worldbank.org/wcontractawards/procdetails/OP00024125
CompanyNotFound,712,http://search.worldbank.org/wcontractawards/procdetails/OP00024127
ContractNumberNotFound,712,http://search.worldbank.org/wcontractawards/procdetails/OP00024127
CompanyNotFound,713,http://search.worldbank.org/wcontractawards/procdetails/OP00024126
ContractNumberNotFound,713,http://search.worldbank.org/wcontractawards/procdetails/OP00024126
CompanyNotFound,714,http://search.worldbank.org/wcontractawards/procdetails/OP00024129
ContractNumberNotFound,714,http://search.worldbank.org/wcontractawards/procdetails/OP00024129
CompanyStatusNotFound,715,http://search.worldbank.org/wcontractawards/procdetails/OP00018548
CompanyNotFound,728,http://search.worldbank.org/wcontractawards/procdetails/OP00017556
ContractNumberNotFound,728,http://search.worldbank.org/wcontractawards/procdetails/OP00017556
CompanyNotFound,729,http://search.worldbank.org/wcontractawards/procdetails/OP00017560
ContractNumberNotFound,729,http://search.worldbank.org/wcontractawards/procdetails/OP00017560
CompanyNotFound,736,http://search.worldbank.org/wcontractawards/procdetails/OP00020914
ContractNumberNotFound,736,http://search.worldbank.org/wcontractawards/procdetails/OP00020914
CompanyNotFound,737,http://search.worldbank.org/wcontractawards/procdetails/OP00015378
ContractNumberNotFound,737,http://search.worldbank.org/wcontractawards/procdetails/OP00015378
CompanyStatusNotFound,740,http://search.worldbank.org/wcontractawards/procdetails/OP00022466
CompanyStatusNotFound,741,http://search.worldbank.org/wcontractawards/procdetails/OP00022462
CompanyStatusNotFound,750,http://search.worldbank.org/wcontractawards/procdetails/OP00020507
CompanyNotFound,751,http://search.worldbank.org/wcontractawards/procdetails/OP00022748
ContractNumberNotFound,751,http://search.worldbank.org/wcontractawards/procdetails/OP00022748
CompanyNotFound,752,http://search.worldbank.org/wcontractawards/procdetails/OP00025109
ContractNumberNotFound,752,http://search.worldbank.org/wcontractawards/procdetails/OP00025109
CompanyNotFound,761,http://search.worldbank.org/wcontractawards/procdetails/OP00020756
ContractNumberNotFound,761,http://search.worldbank.org/wcontractawards/procdetails/OP00020756
CompanyNotFound,762,http://search.worldbank.org/wcontractawards/procdetails/OP00022064
ContractNumberNotFound,762,http://search.worldbank.org/wcontractawards/procdetails/OP00022064
CompanyStatusNotFound,765,http://search.worldbank.org/wcontractawards/procdetails/OP00023954
CompanyNotFound,767,http://search.worldbank.org/wcontractawards/procdetails/OP00014669
ContractNumberNotFound,767,http://search.worldbank.org/wcontractawards/procdetails/OP00014669
CompanyNotFound,768,http://search.worldbank.org/wcontractawards/procdetails/OP00014668
ContractNumberNotFound,768,http://search.worldbank.org/wcontractawards/procdetails/OP00014668
CompanyNotFound,771,http://search.worldbank.org/wcontractawards/procdetails/OP00020127
ContractNumberNotFound,771,http://search.worldbank.org/wcontractawards/procdetails/OP00020127
CompanyNotFound,772,http://search.worldbank.org/wcontractawards/procdetails/OP00020532
ContractNumberNotFound,772,http://search.worldbank.org/wcontractawards/procdetails/OP00020532
CompanyNotFound,773,http://search.worldbank.org/wcontractawards/procdetails/OP00021039
ContractNumberNotFound,773,http://search.worldbank.org/wcontractawards/procdetails/OP00021039
CompanyNotFound,793,http://search.worldbank.org/wcontractawards/procdetails/OP00019447
ContractNumberNotFound,793,http://search.worldbank.org/wcontractawards/procdetails/OP00019447
CompanyNotFound,794,http://search.worldbank.org/wcontractawards/procdetails/OP00019580
ContractNumberNotFound,794,http://search.worldbank.org/wcontractawards/procdetails/OP00019580
CompanyNotFound,795,http://search.worldbank.org/wcontractawards/procdetails/OP00020722
ContractNumberNotFound,795,http://search.worldbank.org/wcontractawards/procdetails/OP00020722
CompanyStatusNotFound,796,http://search.worldbank.org/wcontractawards/procdetails/OP00021833
CompanyNotFound,797,http://search.worldbank.org/wcontractawards/procdetails/OP00012587
ContractNumberNotFound,797,http://search.worldbank.org/wcontractawards/procdetails/OP00012587
CompanyNotFound,798,http://search.worldbank.org/wcontractawards/procdetails/OP00017096
ContractNumberNotFound,798,http://search.worldbank.org/wcontractawards/procdetails/OP00017096
CompanyNotFound,799,http://search.worldbank.org/wcontractawards/procdetails/OP00017782
ContractNumberNotFound,799,http://search.worldbank.org/wcontractawards/procdetails/OP00017782
CompanyStatusNotFound,800,http://search.worldbank.org/wcontractawards/procdetails/OP00020289
CompanyNotFound,801,http://search.worldbank.org/wcontractawards/procdetails/OP00020517
ContractNumberNotFound,801,http://search.worldbank.org/wcontractawards/procdetails/OP00020517
CompanyNotFound,802,http://search.worldbank.org/wcontractawards/procdetails/OP00020827
ContractNumberNotFound,802,http://search.worldbank.org/wcontractawards/procdetails/OP00020827
CompanyStatusNotFound,803,http://search.worldbank.org/wcontractawards/procdetails/OP00021085
CompanyNotFound,804,http://search.worldbank.org/wcontractawards/procdetails/OP00021317
ContractNumberNotFound,804,http://search.worldbank.org/wcontractawards/procdetails/OP00021317
CompanyStatusNotFound,805,http://search.worldbank.org/wcontractawards/procdetails/OP00022517
CompanyNotFound,806,http://search.worldbank.org/wcontractawards/procdetails/OP00024656
ContractNumberNotFound,806,http://search.worldbank.org/wcontractawards/procdetails/OP00024656
CompanyStatusNotFound,817,http://search.worldbank.org/wcontractawards/procdetails/OP00019936
CompanyStatusNotFound,819,http://search.worldbank.org/wcontractawards/procdetails/OP00021974
CompanyNotFound,821,http://search.worldbank.org/wcontractawards/procdetails/OP00013225
ContractNumberNotFound,821,http://search.worldbank.org/wcontractawards/procdetails/OP00013225
CompanyNotFound,822,http://search.worldbank.org/wcontractawards/procdetails/OP00016474
ContractNumberNotFound,822,http://search.worldbank.org/wcontractawards/procdetails/OP00016474
CompanyNotFound,823,http://search.worldbank.org/wcontractawards/procdetails/OP00016473
ContractNumberNotFound,823,http://search.worldbank.org/wcontractawards/procdetails/OP00016473
CompanyStatusNotFound,824,http://search.worldbank.org/wcontractawards/procdetails/OP00015995
CompanyNotFound,826,http://search.worldbank.org/wcontractawards/procdetails/OP00020486
ContractNumberNotFound,826,http://search.worldbank.org/wcontractawards/procdetails/OP00020486
CompanyNotFound,827,http://search.worldbank.org/wcontractawards/procdetails/OP00022470
ContractNumberNotFound,827,http://search.worldbank.org/wcontractawards/procdetails/OP00022470
CompanyNotFound,828,http://search.worldbank.org/wcontractawards/procdetails/OP00022474
ContractNumberNotFound,828,http://search.worldbank.org/wcontractawards/procdetails/OP00022474
CompanyStatusNotFound,830,http://search.worldbank.org/wcontractawards/procdetails/OP00022525
CompanyStatusNotFound,831,http://search.worldbank.org/wcontractawards/procdetails/OP00022973
CompanyStatusNotFound,847,http://search.worldbank.org/wcontractawards/procdetails/OP00020789
CompanyNotFound,868,http://search.worldbank.org/wcontractawards/procdetails/OP00012336
ContractNumberNotFound,868,http://search.worldbank.org/wcontractawards/procdetails/OP00012336
CompanyStatusNotFound,869,http://search.worldbank.org/wcontractawards/procdetails/OP00016485
CompanyStatusNotFound,874,http://search.worldbank.org/wcontractawards/procdetails/OP00018539
CompanyStatusNotFound,907,http://search.worldbank.org/wcontractawards/procdetails/OP00017817
CompanyStatusNotFound,909,http://search.worldbank.org/wcontractawards/procdetails/OP00020233
CompanyStatusNotFound,914,http://search.worldbank.org/wcontractawards/procdetails/OP00020430
CompanyStatusNotFound,925,http://search.worldbank.org/wcontractawards/procdetails/OP00017780
CompanyStatusNotFound,928,http://search.worldbank.org/wcontractawards/procdetails/OP00021173
CompanyStatusNotFound,938,http://search.worldbank.org/wcontractawards/procdetails/OP00017585
CompanyNotFound,942,http://search.worldbank.org/wcontractawards/procdetails/OP00023656
ContractNumberNotFound,942,http://search.worldbank.org/wcontractawards/procdetails/OP00023656
CompanyNotFound,943,http://search.worldbank.org/wcontractawards/procdetails/OP00023727
ContractNumberNotFound,943,http://search.worldbank.org/wcontractawards/procdetails/OP00023727
CompanyStatusNotFound,950,http://search.worldbank.org/wcontractawards/procdetails/OP00016414
CompanyNotFound,954,http://search.worldbank.org/wcontractawards/procdetails/OP00018510
ContractNumberNotFound,954,http://search.worldbank.org/wcontractawards/procdetails/OP00018510
CompanyNotFound,955,http://search.worldbank.org/wcontractawards/procdetails/OP00018509
ContractNumberNotFound,955,http://search.worldbank.org/wcontractawards/procdetails/OP00018509
EmptyContent,957,http://search.worldbank.org/wcontractawards/procdetails/OP00015139
CompanyNotFound,958,http://search.worldbank.org/wcontractawards/procdetails/OP00022184
ContractNumberNotFound,958,http://search.worldbank.org/wcontractawards/procdetails/OP00022184
CompanyNotFound,959,http://search.worldbank.org/wcontractawards/procdetails/OP00022185
ContractNumberNotFound,959,http://search.worldbank.org/wcontractawards/procdetails/OP00022185
CompanyNotFound,960,http://search.worldbank.org/wcontractawards/procdetails/OP00022182
ContractNumberNotFound,960,http://search.worldbank.org/wcontractawards/procdetails/OP00022182
CompanyNotFound,961,http://search.worldbank.org/wcontractawards/procdetails/OP00022187
ContractNumberNotFound,961,http://search.worldbank.org/wcontractawards/procdetails/OP00022187
CompanyNotFound,962,http://search.worldbank.org/wcontractawards/procdetails/OP00022183
ContractNumberNotFound,962,http://search.worldbank.org/wcontractawards/procdetails/OP00022183
CompanyNotFound,963,http://search.worldbank.org/wcontractawards/procdetails/OP00022172
ContractNumberNotFound,963,http://search.worldbank.org/wcontractawards/procdetails/OP00022172
CompanyStatusNotFound,973,http://search.worldbank.org/wcontractawards/procdetails/OP00022446
CompanyStatusNotFound,976,http://search.worldbank.org/wcontractawards/procdetails/OP00023378
CompanyStatusNotFound,978,http://search.worldbank.org/wcontractawards/procdetails/OP00023380
CompanyStatusNotFound,980,http://search.worldbank.org/wcontractawards/procdetails/OP00025267
CompanyStatusNotFound,984,http://search.worldbank.org/wcontractawards/procdetails/OP00025262
CompanyStatusNotFound,985,http://search.worldbank.org/wcontractawards/procdetails/OP00025271
CompanyNotFound,987,http://search.worldbank.org/wcontractawards/procdetails/OP00021815
ContractNumberNotFound,987,http://search.worldbank.org/wcontractawards/procdetails/OP00021815
CompanyNotFound,988,http://search.worldbank.org/wcontractawards/procdetails/OP00021816
ContractNumberNotFound,988,http://search.worldbank.org/wcontractawards/procdetails/OP00021816
CompanyNotFound,989,http://search.worldbank.org/wcontractawards/procdetails/OP00021814
ContractNumberNotFound,989,http://search.worldbank.org/wcontractawards/procdetails/OP00021814
CompanyNotFound,990,http://search.worldbank.org/wcontractawards/procdetails/OP00022398
ContractNumberNotFound,990,http://search.worldbank.org/wcontractawards/procdetails/OP00022398
CompanyNotFound,993,http://search.worldbank.org/wcontractawards/procdetails/OP00017860
ContractNumberNotFound,993,http://search.worldbank.org/wcontractawards/procdetails/OP00017860
CompanyNotFound,994,http://search.worldbank.org/wcontractawards/procdetails/OP00017857
ContractNumberNotFound,994,http://search.worldbank.org/wcontractawards/procdetails/OP00017857
CompanyNotFound,995,http://search.worldbank.org/wcontractawards/procdetails/OP00017852
ContractNumberNotFound,995,http://search.worldbank.org/wcontractawards/procdetails/OP00017852
CompanyNotFound,996,http://search.worldbank.org/wcontractawards/procdetails/OP00017853
ContractNumberNotFound,996,http://search.worldbank.org/wcontractawards/procdetails/OP00017853
CompanyNotFound,997,http://search.worldbank.org/wcontractawards/procdetails/OP00017862
ContractNumberNotFound,997,http://search.worldbank.org/wcontractawards/procdetails/OP00017862
CompanyNotFound,998,http://search.worldbank.org/wcontractawards/procdetails/OP00017855
ContractNumberNotFound,998,http://search.worldbank.org/wcontractawards/procdetails/OP00017855
CompanyNotFound,999,http://search.worldbank.org/wcontractawards/procdetails/OP00017858
ContractNumberNotFound,999,http://search.worldbank.org/wcontractawards/procdetails/OP00017858
CompanyNotFound,1000,http://search.worldbank.org/wcontractawards/procdetails/OP00017854
ContractNumberNotFound,1000,http://search.worldbank.org/wcontractawards/procdetails/OP00017854
CompanyNotFound,1001,http://search.worldbank.org/wcontractawards/procdetails/OP00017856
ContractNumberNotFound,1001,http://search.worldbank.org/wcontractawards/procdetails/OP00017856
CompanyNotFound,1002,http://search.worldbank.org/wcontractawards/procdetails/OP00017861
ContractNumberNotFound,1002,http://search.worldbank.org/wcontractawards/procdetails/OP00017861
CompanyNotFound,1003,http://search.worldbank.org/wcontractawards/procdetails/OP00022841
ContractNumberNotFound,1003,http://search.worldbank.org/wcontractawards/procdetails/OP00022841
CompanyNotFound,1004,http://search.worldbank.org/wcontractawards/procdetails/OP00022836
ContractNumberNotFound,1004,http://search.worldbank.org/wcontractawards/procdetails/OP00022836
CompanyNotFound,1005,http://search.worldbank.org/wcontractawards/procdetails/OP00022834
ContractNumberNotFound,1005,http://search.worldbank.org/wcontractawards/procdetails/OP00022834
CompanyNotFound,1006,http://search.worldbank.org/wcontractawards/procdetails/OP00022840
ContractNumberNotFound,1006,http://search.worldbank.org/wcontractawards/procdetails/OP00022840
CompanyNotFound,1007,http://search.worldbank.org/wcontractawards/procdetails/OP00022835
ContractNumberNotFound,1007,http://search.worldbank.org/wcontractawards/procdetails/OP00022835
CompanyNotFound,1008,http://search.worldbank.org/wcontractawards/procdetails/OP00022842
ContractNumberNotFound,1008,http://search.worldbank.org/wcontractawards/procdetails/OP00022842
CompanyNotFound,1009,http://search.worldbank.org/wcontractawards/procdetails/OP00022843
ContractNumberNotFound,1009,http://search.worldbank.org/wcontractawards/procdetails/OP00022843
CompanyNotFound,1010,http://search.worldbank.org/wcontractawards/procdetails/OP00022839
ContractNumberNotFound,1010,http://search.worldbank.org/wcontractawards/procdetails/OP00022839
CompanyNotFound,1011,http://search.worldbank.org/wcontractawards/procdetails/OP00022844
ContractNumberNotFound,1011,http://search.worldbank.org/wcontractawards/procdetails/OP00022844
CompanyStatusNotFound,1014,http://search.worldbank.org/wcontractawards/procdetails/OP00018553
CompanyStatusNotFound,1015,http://search.worldbank.org/wcontractawards/procdetails/OP00018566
CompanyStatusNotFound,1016,http://search.worldbank.org/wcontractawards/procdetails/OP00019002
CompanyStatusNotFound,1017,http://search.worldbank.org/wcontractawards/procdetails/OP00018993
